
Generation 0
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11

Generation 5
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 0, 0, 1, 0, 0] 7
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 0] 5

Generation 6
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 0, 0, 1, 0, 0] 7
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 1, 0, 0, 0, 1] 17

Generation 7
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 0, 0, 1, 0, 0] 7
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11

Generation 8
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 0, 0, 1, 0, 0] 7
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11

Generation 9
	 [0, 0, 0, 0, 1, 0, 0] 7
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11

Generation 10
	 [0, 0, 0, 0, 1, 0, 0] 7
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 1] 11

Generation 11
	 [0, 0, 0, 0, 1, 0, 0] 7
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 0] 5

Generation 12
	 [0, 0, 0, 0, 1, 0, 0] 7
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 0, 0, 0, 0, 1] 6
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 1, 0, 0, 0, 0] 11
	 [0, 1, 0, 0, 1, 0, 0] 15

Generation 13
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 0, 0, 0, 0, 1] 6
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 0, 0, 1, 0, 0] 13

Generation 14
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 0, 0, 0, 0, 1] 6
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [1, 0, 1, 0, 0, 0, 0] 11

Generation 15
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 0, 0, 0, 0, 1] 6
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [1, 0, 1, 0, 0, 0, 0] 11
	 [1, 0, 0, 0, 1, 0, 0] 13

Generation 16
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 0, 0, 0, 0, 1] 12
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [1, 0, 1, 0, 0, 0, 0] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [0, 1, 0, 0, 1, 0, 0] 15

Generation 17
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [0, 0, 0, 0, 1, 0, 0] 7
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 0, 0, 0, 0, 1] 12
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [1, 0, 1, 0, 0, 0, 0] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11

Generation 18
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [0, 0, 0, 0, 1, 0, 0] 7
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 0, 0, 0, 0, 1] 12
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 0, 0, 0, 0, 1] 12
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 1, 0, 0, 0, 0] 11
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [1, 0, 1, 0, 0, 0, 0] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13

Generation 19
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [0, 0, 0, 0, 1, 0, 0] 7
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 0, 0, 0, 0, 1] 12
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 0, 0, 0, 0, 1] 12
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 1, 0, 0, 0, 0] 11
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [1, 0, 1, 0, 0, 0, 0] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [1, 0, 1, 0, 0, 0, 0] 11

Generation 20
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [0, 0, 0, 0, 1, 0, 0] 7
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 0, 0, 0, 0, 1] 12
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 0, 0, 0, 0, 1] 12
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 0, 0, 1, 0, 1] 13
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 1, 0, 0, 0, 0] 11
	 [1, 1, 0, 0, 0, 0, 0] 14
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [1, 0, 1, 0, 0, 0, 0] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [1, 0, 1, 0, 0, 0, 0] 11
	 [0, 0, 0, 0, 1, 0, 0] 7
	 [1, 0, 1, 0, 0, 0, 1] 17

Generation 21
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [0, 0, 0, 0, 1, 0, 0] 7
	 [1, 0, 0, 0, 0, 0, 1] 12
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 0, 0, 0, 0, 1] 12
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 0, 0, 1, 0, 1] 13
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 1, 0, 0, 0, 0] 11
	 [1, 1, 0, 0, 0, 0, 0] 14
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [1, 0, 1, 0, 0, 0, 0] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [0, 0, 0, 0, 1, 0, 0] 7
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 1, 0, 0, 0, 0] 11

Generation 22
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [0, 0, 0, 0, 1, 0, 0] 7
	 [1, 0, 0, 0, 0, 0, 1] 12
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 0, 0, 0, 0, 1] 12
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 0, 0, 1, 0, 1] 13
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 1, 0, 0, 0, 0] 11
	 [1, 1, 0, 0, 0, 0, 0] 14
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [1, 0, 1, 0, 0, 0, 0] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 1, 0, 0, 0, 0] 11
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [0, 1, 0, 0, 1, 0, 0] 15

Generation 23
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [0, 0, 0, 0, 1, 0, 0] 7
	 [1, 0, 0, 0, 0, 0, 1] 12
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 0, 0, 0, 0, 1] 12
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 0, 0, 1, 0, 1] 13
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 1, 0, 0, 0, 0] 11
	 [1, 1, 0, 0, 0, 0, 0] 14
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [1, 0, 1, 0, 0, 0, 0] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 1, 0, 0, 0, 0] 11
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [1, 0, 0, 0, 1, 0, 0] 13

Generation 24
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [0, 0, 0, 0, 1, 0, 0] 7
	 [1, 0, 0, 0, 0, 0, 1] 12
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 0, 0, 0, 0, 1] 12
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 0, 0, 1, 0, 1] 13
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [1, 0, 1, 0, 0, 0, 0] 11
	 [1, 1, 0, 0, 0, 0, 0] 14
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [1, 0, 1, 0, 0, 0, 0] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 1] 11
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [0, 0, 1, 0, 0, 0, 0] 5
	 [1, 0, 1, 0, 0, 0, 1] 17
	 [1, 0, 1, 0, 0, 0, 0] 11
	 [0, 1, 1, 0, 0, 0, 0] 13
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [1, 0, 0, 0, 1, 0, 0] 13
	 [1, 0, 1, 0, 0, 0, 0] 11

Generation 25
	 [0, 1, 0, 0, 1, 0, 0] 15
	 [0, 0, 0, 0, 1, 0, 0] 7
	 [1, 0, 0, 0, 0, 0, 1] 12
	 [0, 0, 1, 0, 0, 0, 0] 5
